,index,price,color,likes,brand,Percentage discount,Rate,Fit,in sale,category,sex,color_encoded,brand_encoded,fabric types,Fit_encoded,category_encoded,sex_encoded,fabric types_encoded
1876,7598,80.0,blue,471.0,asyou,0,0.0,regular fit,0,tops,women,2,6,fabric,14,5,1,2
1877,7599,195.0,black,92.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
1878,7600,131.2,white,112.0,vans,13,0.0,regular fit,1,tops,women,17,27,fabric,14,5,1,13
1879,7601,133.83,stone,499.0,topshop,14,0.0,oversized fit,1,tops,women,16,24,fabric,12,5,1,13
1880,7604,150.0,black,1000.0,asyou,0,0.0,bodycon fit,0,tops,women,1,6,fabric,1,5,1,13
1881,7605,100.0,black,323.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
1882,7611,86.59,pink,99.0,only,13,0.0,regular fit,1,tops,women,13,18,fabric,14,5,1,13
1883,7626,170.0,black,202.0,topshop,0,0.0,slim fit,0,tops,women,1,24,fabric,23,5,1,13
1884,7632,160.0,blue,458.0,na-kd,0,0.0,regular fit,0,tops,women,2,13,fabric,14,5,1,13
1885,7635,195.0,mid blue,311.0,vans,0,0.0,regular fit,0,tops,women,9,27,fabric,14,5,1,13
1886,7636,100.0,black,431.0,miss selfridge,0,0.0,slim fit,0,tops,women,1,11,fabric,23,5,1,13
1887,7640,157.44,green,393.0,river island,18,0.0,slim fit,1,tops,women,6,21,fabric,23,5,1,13
1888,7644,139.07,multi,1000.0,reclaimed vintage,19,0.0,slim fit,1,tops,women,10,20,fabric,23,5,1,13
1889,7646,105.0,ecru,293.0,asyou,0,0.0,slim fit,0,tops,women,5,6,fabric,23,5,1,13
1890,7648,115.0,green,339.0,collusion,0,0.0,regular fit,0,tops,women,6,8,fabric,14,5,1,13
1891,7652,99.71,black,869.0,asos curve,13,0.0,bodycon fit,1,tops,women,1,4,fabric,1,5,1,13
1892,7654,290.0,multi,247.0,vans,0,0.0,regular fit,0,tops,women,10,27,fabric,14,5,1,13
1893,7659,105.0,black,706.0,asyou,0,0.0,regular fit,0,tops,women,1,6,fabric,14,5,1,13
1894,7666,145.0,black,412.0,asos design,0,0.0,relaxed fit,0,tops,women,1,5,fabric,17,5,1,13
1895,7668,112.83,black,166.0,puma,14,0.0,regular fit,1,tops,women,1,19,fabric,14,5,1,13
1896,7670,100.0,multi,414.0,asos design,0,0.0,designed to fit cup sizes dd-g,0,tops,women,10,5,fabric,5,5,1,13
1897,7673,170.0,black,827.0,topshop,0,0.0,bodycon fit,0,tops,women,1,24,fabric,1,5,1,13
1898,7690,225.0,red,599.0,puma,0,0.0,regular fit,0,tops,women,15,19,fabric,14,5,1,13
1899,7691,120.0,multi,825.0,asos design,0,0.0,boxy fit,0,tops,women,10,5,fabric,2,5,1,13
1900,7696,135.0,black,236.0,miss selfridge,0,0.0,slim fit,0,tops,women,1,11,fabric,23,5,1,13
1901,7698,160.0,black,240.0,asos design,0,0.0,bodycon fit,0,tops,women,1,5,fabric,1,5,1,13
1902,7701,90.0,black,407.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
1903,7702,100.0,black,227.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
1904,7710,144.32,khaki,914.0,asos curve,19,0.0,oversized fit,1,tops,women,8,4,fabric,12,5,1,2
1905,7722,100.0,black,751.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
1906,7730,125.95,black,359.0,topshop,14,0.0,regular fit,1,tops,women,1,24,fabric,14,5,1,2
1907,7733,160.0,khaki,128.0,collusion,0,0.0,regular fit,0,tops,women,8,8,fabric,14,5,1,2
1908,7736,190.0,black,415.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
1909,7740,180.0,grey,644.0,the north face,0,0.0,relaxed fit,0,tops,women,7,22,fabric,17,5,1,13
1910,7745,90.0,white,440.0,collusion,0,0.0,regular fit,0,tops,women,17,8,fabric,14,5,1,13
1911,7759,150.0,black,320.0,asyou,0,0.0,bodycon fit,0,tops,women,1,6,fabric,1,5,1,13
1912,7762,145.0,white,741.0,asos design,0,0.0,boxy fit,0,tops,women,17,5,fabric,2,5,1,13
1913,7764,89.22,black,368.0,yours,14,0.0,bodycon fit,1,tops,women,1,29,fabric,1,5,1,13
1914,7789,100.0,multi,240.0,asyou,0,0.0,slim fit,0,tops,women,10,6,fabric,23,5,1,13
1915,7791,90.0,beige,345.0,na-kd,0,0.0,regular fit,0,tops,women,0,13,fabric,14,5,1,13
1916,7806,220.0,navy,324.0,river island,0,0.0,regular fit,0,tops,women,11,21,fabric,14,5,1,2
1917,7827,315.0,pink,132.0,dickies,0,0.0,regular fit,0,tops,women,13,9,fabric,14,5,1,13
1918,7835,415.0,black,367.0,& other stories,0,0.0,regular fit,0,tops,women,1,0,fabric,14,5,1,13
1919,7842,170.0,white,289.0,topshop,0,0.0,regular fit,0,tops,women,17,24,fabric,14,5,1,13
1920,7856,160.0,pink,360.0,only,0,0.0,regular fit,0,tops,women,13,18,fabric,14,5,1,13
1921,7861,160.0,multi,269.0,topshop,0,0.0,slim fit,0,tops,women,10,24,fabric,23,5,1,13
1922,7873,170.0,multi,403.0,topshop,0,0.0,slim fit,0,tops,women,10,24,fabric,23,5,1,13
1923,7885,100.0,black,450.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
1924,7886,170.0,green,175.0,the north face,0,0.0,relaxed fit,0,tops,women,6,22,fabric,17,5,1,13
1925,7887,105.0,black,273.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,2
1926,7908,123.33,brown,198.0,the north face,18,0.0,slim fit,1,tops,women,3,22,fabric,23,5,1,13
1927,7911,167.94,khaki,923.0,topshop,19,0.0,regular fit,1,tops,women,8,24,fabric,14,5,1,13
1928,7913,152.19,black,204.0,the north face,14,0.0,regular fit,1,tops,women,1,22,fabric,14,5,1,13
1929,7922,120.0,black,334.0,asos curve,0,0.0,slim fit,0,tops,women,1,4,fabric,23,5,1,13
1930,7943,170.0,black,596.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,2
1931,7946,145.0,black,317.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
1932,7949,105.0,orange,537.0,collusion,0,0.0,oversized fit,0,tops,women,12,8,fabric,12,5,1,13
1933,7953,195.0,brown,262.0,river island,0,0.0,relaxed fit,0,tops,women,3,21,fabric,17,5,1,2
1934,7957,140.0,black,741.0,topshop,0,0.0,slim fit,0,tops,women,1,24,fabric,23,5,1,2
1935,7965,155.0,pink,225.0,the north face,0,0.0,slim fit,0,tops,women,13,22,fabric,23,5,1,13
1936,7966,130.0,black,311.0,yours,0,0.0,regular fit,0,tops,women,1,29,fabric,14,5,1,13
1937,7969,118.08,blue,95.0,urban revivo,13,0.0,regular fit,1,tops,women,2,26,fabric,14,5,1,13
1938,7982,115.0,brown,270.0,river island,0,0.0,slim fit,0,tops,women,3,21,fabric,23,5,1,13
1939,7988,165.0,black,483.0,river island,0,0.0,regular fit,0,tops,women,1,21,fabric,14,5,1,13
1940,8012,145.0,multi,304.0,asos design,0,0.0,slim fit,0,tops,women,10,5,fabric,23,5,1,13
1941,8013,105.0,white,471.0,asos design,0,0.0,skinny fit,0,tops,women,17,5,fabric,21,5,1,2
1942,8022,120.0,black,409.0,asos design,0,0.0,oversized fit,0,tops,women,1,5,fabric,12,5,1,13
1943,8025,100.0,black,949.0,miss selfridge,0,0.0,bodycon fit,0,tops,women,1,11,fabric,1,5,1,13
1944,8031,105.0,pink,106.0,asyou,0,0.0,slim fit,0,tops,women,13,6,fabric,23,5,1,13
1945,8032,89.22,multi,288.0,asyou,14,0.0,slim fit,1,tops,women,10,6,fabric,23,5,1,13
1946,8055,145.0,orange,440.0,topshop,0,0.0,regular fit,0,tops,women,12,24,fabric,14,5,1,13
1947,8069,140.0,navy,2000.0,asos design,0,0.0,regular fit,0,tops,women,11,5,fabric,14,5,1,2
1948,8079,202.05,multi,118.0,na-kd,14,0.0,oversized fit,1,tops,women,10,13,woven,12,5,1,12
1949,8088,150.0,pink,687.0,asos design,0,0.0,designed to fit cup sizes dd-g,0,tops,women,13,5,fabric,5,5,1,13
1950,8107,150.0,green,261.0,topshop,0,0.0,relaxed fit,0,tops,women,6,24,fabric,17,5,1,13
1951,8145,73.47,pink,388.0,new look,30,4.3,regular fit,1,tops,women,13,15,fabric,14,5,1,13
1952,8150,145.0,orange,336.0,na-kd,0,0.0,skinny fit,0,tops,women,12,13,fabric,21,5,1,2
1953,8154,135.0,green,60.0,yours,0,0.0,regular fit,0,tops,women,6,29,fabric,14,5,1,13
1954,8157,180.0,white,629.0,asos design,0,0.0,skinny fit,0,tops,women,17,5,fabric,21,5,1,2
1955,8160,95.0,white,692.0,asos design,0,4.3,boxy fit,0,tops,women,17,5,fabric,2,5,1,13
1956,8162,150.0,blue,129.0,yours,0,0.0,regular fit,0,tops,women,2,29,fabric,14,5,1,13
1957,8180,140.0,red,440.0,asos design,0,0.0,regular fit,0,tops,women,15,5,fabric,14,5,1,2
1958,8182,150.0,green,258.0,yours,0,0.0,regular fit,0,tops,women,6,29,fabric,14,5,1,13
1959,8185,136.45,navy,350.0,topshop,18,0.0,slim fit,1,tops,women,11,24,fabric,23,5,1,13
1960,8187,170.0,green,434.0,topshop,0,0.0,regular fit,0,tops,women,6,24,fabric,14,5,1,13
1961,8195,144.32,grey,260.0,asos design,14,0.0,slim fit,1,tops,women,7,5,fabric,23,5,1,2
1962,8208,255.0,black,550.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
1963,8212,170.0,black,667.0,asos design,0,2.5,regular fit,0,tops,women,1,5,fabric,14,5,1,2
1964,8222,140.0,green,330.0,urban revivo,0,0.0,slim fit,0,tops,women,6,26,fabric,23,5,1,13
1965,8228,160.0,white,718.0,urban revivo,0,0.0,regular fit ,0,tops,women,17,26,fabric,15,5,1,2
1966,8235,70.0,grey,401.0,noisy may,0,3.7,slim fit,0,tops,women,7,17,fabric,23,5,1,13
1967,8237,76.1,orange,189.0,collusion,14,0.0,slim fit,1,tops,women,12,8,fabric,23,5,1,13
1968,8244,195.0,purple,332.0,asos design,0,0.0,regular fit,0,tops,women,14,5,fabric,14,5,1,13
1969,8250,85.0,multi,886.0,only,0,0.0,regular fit ,0,tops,women,10,18,fabric,15,5,1,2
1970,8254,160.07,brown,341.0,topshop,19,3.3,slim fit,1,tops,women,3,24,fabric,23,5,1,13
1971,8256,85.0,black,343.0,new look,0,4.0,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
1972,8265,175.0,pink,213.0,nike,0,0.0,regular fit ,0,tops,women,13,16,fabric,15,5,1,13
1973,8267,70.0,white,537.0,asos design,0,0.0,slim fit ,0,tops,women,17,5,fabric,24,5,1,13
1974,8268,80.0,black,611.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,13
1975,8269,225.0,black,127.0,the north face,0,0.0,bodycon fit,0,tops,women,1,22,fabric,1,5,1,13
1976,8275,40.0,black,242.0,asos design,0,3.8,regular fit,0,tops,women,1,5,fabric,14,5,1,13
1977,8276,130.0,white,332.0,only,0,2.0,regular fit ,0,tops,women,17,18,fabric,15,5,1,2
1978,8279,40.0,white,271.0,asos design,0,4.0,designed to fit cup sizes dd-g,0,tops,women,17,5,fabric,5,5,1,13
1979,8287,223.04,cream,265.0,topshop,19,0.0,regular fit,1,tops,women,4,24,fabric,14,5,1,2
1980,8297,145.0,white,627.0,dickies,0,0.0,regular fit,0,tops,women,17,9,fabric,14,5,1,13
1981,8298,180.0,white,384.0,vans,0,0.0,regular fit,0,tops,women,17,27,fabric,14,5,1,13
1982,8309,160.0,black,701.0,noisy may,0,0.0,bodycon fit,0,tops,women,1,17,fabric,1,5,1,2
1983,8320,70.0,white,508.0,asos design,0,0.0,designed to fit cup sizes dd-g,0,tops,women,17,5,fabric,5,5,1,13
1984,8324,130.0,black,741.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
1985,8325,60.0,white,728.0,topshop,0,0.0,regular fit,0,tops,women,17,24,fabric,14,5,1,13
1986,8328,70.0,black,706.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
1987,8329,170.0,white,132.0,the north face,0,0.0,regular fit,0,tops,women,17,22,fabric,14,5,1,13
1988,8335,140.0,white,231.0,vans,0,0.0,regular fit,0,tops,women,17,27,fabric,14,5,1,13
1989,8336,140.0,black,227.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
1990,8338,220.0,green,648.0,river island,0,0.0,regular fit,0,tops,women,6,21,fabric,14,5,1,2
1991,8340,80.0,white,412.0,noisy may,0,0.0,boxy fit,0,tops,women,17,17,fabric,2,5,1,13
1992,8341,80.0,black,728.0,noisy may,0,0.0,relaxed fit,0,tops,women,1,17,fabric,17,5,1,13
1993,8342,115.0,black,939.0,asos design,0,0.0,bodycon fit,0,tops,women,1,5,fabric,1,5,1,13
1994,8353,100.0,multi,610.0,asos curve,0,0.0,skinny fit,0,tops,women,10,4,fabric,21,5,1,13
1995,8356,70.0,white,577.0,asos curve,0,0.0,slim fit,0,tops,women,17,4,fabric,23,5,1,13
1996,8363,175.0,black,966.0,asyou,0,0.0,bodycon fit,0,tops,women,1,6,fabric,1,5,1,13
1997,8364,175.0,red,376.0,asyou,0,0.0,regular fit,0,tops,women,15,6,shell,14,5,1,7
1998,8366,45.0,white,288.0,only,0,0.0,regular fit,0,tops,women,17,18,fabric,14,5,1,13
1999,8367,280.0,grey,273.0,the north face,0,0.0,slim fit,0,tops,women,7,22,fabric,23,5,1,13
2000,8368,130.0,purple,552.0,new look,0,0.0,regular fit,0,tops,women,14,15,fabric,14,5,1,2
2001,8371,180.0,black,848.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
2002,8375,160.0,multi,514.0,asyou,0,0.0,bodycon fit,0,tops,women,10,6,fabric,1,5,1,13
2003,8380,195.0,beige,491.0,river island,0,0.0,regular fit,0,tops,women,0,21,fabric,14,5,1,13
2004,8404,125.0,mid blue,253.0,vans,0,0.0,regular fit,0,tops,women,9,27,fabric,14,5,1,13
2005,8408,130.0,blue,929.0,asos design,0,0.0,regular fit,0,tops,women,2,5,fabric,14,5,1,13
2006,8411,245.0,multi,471.0,urban revivo,0,0.0,regular fit,0,tops,women,10,26,fabric,14,5,1,2
2007,8429,180.0,white,525.0,asos curve,0,0.0,relaxed fit,0,tops,women,17,4,fabric,17,5,1,13
2008,8431,305.0,black,676.0,vans,0,0.0,relaxed fit,0,tops,women,1,27,fabric,17,5,1,13
2009,8435,290.0,black,230.0,nike,0,0.0,regular fit,0,tops,women,1,16,fabric,14,5,1,13
2010,8439,195.0,black,121.0,the north face,0,0.0,regular fit,0,tops,women,1,22,fabric,14,5,1,13
2011,8488,225.0,black,1000.0,topshop,0,0.0,regular fit,0,tops,women,1,24,fabric,14,5,1,2
2012,8489,100.0,pink,761.0,miss selfridge,0,0.0,slim fit,0,tops,women,13,11,jersey,23,5,1,5
2013,8495,125.0,pink,390.0,vans,0,0.0,regular fit,0,tops,women,13,27,fabric,14,5,1,13
2014,8505,420.0,grey,876.0,nike,0,0.0,oversized fit,0,tops,women,7,16,fabric,12,5,1,2
2015,8506,150.0,blue,402.0,asos curve,0,0.0,slim fit,0,tops,women,2,4,fabric,23,5,1,2
2016,8512,165.0,green,639.0,na-kd,0,0.0,slim fit,0,tops,women,6,13,fabric,23,5,1,13
2017,8518,75.0,white,618.0,collusion,0,0.0,regular fit,0,tops,women,17,8,fabric,14,5,1,13
2018,8519,160.0,beige,369.0,vans,0,0.0,boxy fit,0,tops,women,0,27,fabric,2,5,1,13
2019,8526,195.0,red,283.0,asos design,0,0.0,regular fit,0,tops,women,15,5,fabric,14,5,1,13
2020,8527,225.0,navy,201.0,the north face,0,0.0,regular fit,0,tops,women,11,22,fabric,14,5,1,13
2021,8539,195.0,black,111.0,na-kd,0,0.0,regular fit,0,tops,women,1,13,fabric,14,5,1,13
2022,8542,155.0,black,175.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
2023,8543,120.0,black,156.0,na-kd,0,0.0,slim fit,0,tops,women,1,13,fabric,23,5,1,13
2024,8553,225.0,white,55.0,the north face,0,0.0,regular fit,0,tops,women,17,22,fabric,14,5,1,13
2025,8561,80.0,black,920.0,new look,0,5.0,regular fit,0,tops,women,1,15,fabric,14,5,1,13
2026,8570,150.0,purple,281.0,only,0,0.0,regular fit,0,tops,women,14,18,fabric,14,5,1,2
2027,8571,100.0,black,206.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
2028,8574,145.0,white,485.0,collusion,0,0.0,slim fit,0,tops,women,17,8,fabric,23,5,1,13
2029,8577,73.47,black,156.0,new look,30,0.0,slim fit,1,tops,women,1,15,fabric,23,5,1,13
2030,8579,60.0,black,113.0,topshop,0,0.0,slim fit,0,tops,women,1,24,fabric,23,5,1,13
2031,8596,140.0,black,261.0,new look,0,0.0,slim fit,0,tops,women,1,15,fabric,23,5,1,2
2032,8601,210.0,multi,480.0,reclaimed vintage,0,0.0,bodycon fit,0,tops,women,10,20,fabric,1,5,1,13
2033,8608,140.0,multi,561.0,urban revivo,0,0.0,slim fit,0,tops,women,10,26,fabric,23,5,1,13
2034,8638,415.0,black,2000.0,river island,0,3.4,regular fit,0,coats & jackets,women,1,21,fabric,14,0,1,13
2035,8660,199.43,green,2000.0,new look,19,4.4,relaxed fit,1,coats & jackets,women,6,15,fabric,17,0,1,2
2036,8673,255.0,black,2000.0,only,0,0.0,regular fit,0,coats & jackets,women,1,18,fabric,14,0,1,2
2037,8675,370.0,purple,940.0,adidas originals,0,0.0,regular fit,0,coats & jackets,women,14,2,fabric,14,0,1,13
2038,8688,469.7,black,634.0,asos 4505,14,0.0,regular fit,1,coats & jackets,women,1,3,fabric,14,0,1,2
2039,8689,330.0,beige,1000.0,river island,0,0.0,regular fit,0,coats & jackets,women,0,21,woven,14,0,1,12
2040,8692,360.0,black,2000.0,asos design,0,4.4,regular fit,0,coats & jackets,women,1,5,woven,14,0,1,12
2041,8704,365.0,cream,2000.0,topshop,0,3.7,regular fit,0,coats & jackets,women,4,24,fabric,14,0,1,2
2042,8707,157.44,black,2000.0,new look,25,4.6,regular fit,1,coats & jackets,women,1,15,fabric,14,0,1,13
2043,8713,157.44,purple,1000.0,only,25,0.0,regular fit,1,coats & jackets,women,14,18,woven,14,0,1,12
2044,8714,445.0,black,562.0,topshop,0,4.4,regular fit,0,coats & jackets,women,1,24,fabric,14,0,1,2
2045,8717,365.0,green,2000.0,na-kd,0,0.0,regular fit,0,coats & jackets,women,6,13,fabric,14,0,1,13
2046,8719,183.68,brown,568.0,new look,29,0.0,regular fit,1,coats & jackets,women,3,15,woven,14,0,1,12
2047,8722,328.01,purple,2000.0,asos design,19,3.0,regular fit,1,coats & jackets,women,14,5,fabric,14,0,1,2
2048,8725,345.0,black,2000.0,under armour,0,0.0,regular fit,0,coats & jackets,women,1,25,fabric,14,0,1,13
2049,8736,354.25,red,2000.0,asos design,24,4.6,regular fit,1,coats & jackets,women,15,5,fabric,14,0,1,2
2050,8739,280.0,black,1000.0,topshop,0,4.4,regular fit,0,coats & jackets,women,1,24,woven,14,0,1,12
2051,8740,186.31,black,2000.0,new look,24,4.6,regular fit,1,coats & jackets,women,1,15,fabric,14,0,1,13
2052,8743,202.05,brown,772.0,new look,29,0.0,regular fit,1,coats & jackets,women,3,15,fabric,14,0,1,2
2053,8764,354.25,green,2000.0,na-kd,19,0.0,oversized fit,1,coats & jackets,women,6,13,fabric,12,0,1,13
2054,8765,291.27,black,275.0,vans,29,0.0,regular fit,1,coats & jackets,women,1,27,fabric,14,0,1,13
2055,8766,267.65,black,1000.0,new look,15,4.9,oversized fit,1,coats & jackets,women,1,15,woven,12,0,1,12
2056,8767,136.45,white,2000.0,new look,29,4.4,regular fit,1,coats & jackets,women,17,15,fabric,14,0,1,2
2057,8768,188.93,black,2000.0,asos design,14,2.4,regular fit,1,coats & jackets,women,1,5,fabric,14,0,1,2
2058,8771,370.0,black,282.0,adidas originals,0,0.0,regular fit,0,coats & jackets,women,1,2,fabric,14,0,1,13
2059,8773,157.44,black,2000.0,new look,14,3.8,regular fit,1,coats & jackets,women,1,15,fabric,14,0,1,13
2060,8778,445.0,brown,2000.0,topshop,0,3.3,relaxed fit,0,coats & jackets,women,3,24,fabric,17,0,1,13
2061,8779,249.28,multi,847.0,only,24,2.9,regular fit,1,coats & jackets,women,10,18,woven,14,0,1,12
2062,8780,315.0,black,1000.0,asos curve,0,0.0,relaxed fit,0,coats & jackets,women,1,4,fabric,17,0,1,2
2063,8781,265.03,black,1000.0,new look,14,4.1,regular fit,1,coats & jackets,women,1,15,fabric,14,0,1,13
2064,8782,459.21,black,794.0,vans,29,0.0,regular fit ,1,coats & jackets,women,1,27,woven,15,0,1,12
2065,8784,315.0,navy,331.0,nike,0,0.0,unisex style,0,coats & jackets,women,11,16,fabric,30,0,1,13
2066,8786,309.64,green,1000.0,topshop,14,3.8,regular fit,1,coats & jackets,women,6,24,fabric,14,0,1,2
2067,8790,285.0,black,560.0,collusion,0,0.0,regular fit,0,coats & jackets,women,1,8,fabric,14,0,1,13
2068,8798,170.0,grey,636.0,asos 4505,0,0.0,regular fit,0,coats & jackets,women,7,3,fabric,14,0,1,13
2069,8799,312.26,multi,1000.0,topshop,19,3.0,regular fit,1,coats & jackets,women,10,24,woven,14,0,1,12
2070,8805,315.0,black,824.0,urban revivo,0,0.0,regular fit,0,coats & jackets,women,1,26,woven,14,0,1,12
2071,8807,367.37,brown,2000.0,na-kd,19,0.0,regular fit,1,coats & jackets,women,3,13,fabric,14,0,1,13
2072,8810,300.0,black,2000.0,topshop,0,0.0,relaxed fit,0,coats & jackets,women,1,24,fabric,17,0,1,2
2073,8812,469.7,black,1000.0,asos design,14,4.0,regular fit,1,coats & jackets,women,1,5,fabric,14,0,1,13
2074,8813,312.26,blue,531.0,asos 4505,15,0.0,regular fit,1,coats & jackets,women,2,3,fabric,14,0,1,2
2075,8814,469.7,brown,1000.0,topshop,14,3.3,regular fit,1,coats & jackets,women,3,24,fabric,14,0,1,13
2076,8817,280.0,khaki,1000.0,asyou,0,4.8,regular fit,0,coats & jackets,women,8,6,woven,14,0,1,12
2077,8823,354.25,black,2000.0,topshop,14,4.7,relaxed fit,1,coats & jackets,women,1,24,fabric,17,0,1,13
2078,8825,255.0,black,398.0,only,0,5.0,regular fit,0,coats & jackets,women,1,18,woven,14,0,1,12
2079,8829,240.0,stone,801.0,asos design,0,4.4,regular fit,0,coats & jackets,women,16,5,woven,14,0,1,12
2080,8839,375.24,black,1000.0,topshop,24,2.0,regular fit,1,coats & jackets,women,1,24,fabric,14,0,1,13
2081,8840,370.0,brown,129.0,adidas originals,0,0.0,regular fit,0,coats & jackets,women,3,2,teddy,14,0,1,9
2082,8842,249.28,black,1000.0,collusion,24,3.7,oversized fit,1,coats & jackets,women,1,8,fabric,12,0,1,13
2083,8844,260.0,pink,685.0,collusion,0,0.0,regular fit,0,coats & jackets,women,13,8,woven,14,0,1,12
2084,8848,488.07,red,761.0,topshop,19,0.0,regular fit,1,coats & jackets,women,15,24,fabric,14,0,1,13
2085,8850,330.63,black,2000.0,miss selfridge,14,3.2,regular fit,1,coats & jackets,women,1,11,fabric,14,0,1,13
2086,8862,333.25,white,1000.0,topshop,19,2.4,regular fit,1,coats & jackets,women,17,24,fabric,14,0,1,13
2087,8864,390.0,cream,2000.0,topshop,0,4.4,regular fit,0,coats & jackets,women,4,24,fabric,14,0,1,2
2088,8870,465.0,blue,2000.0,asos design,0,3.8,regular fit,0,coats & jackets,women,2,5,fabric,14,0,1,13
2089,8871,365.0,black,915.0,topshop,0,2.1,regular fit,0,coats & jackets,women,1,24,fabric,14,0,1,2
2090,8882,280.0,multi,579.0,miss selfridge,0,5.0,regular fit,0,coats & jackets,women,10,11,woven,14,0,1,12
2091,8890,396.23,navy,661.0,weekday,19,0.0,oversized fit,1,coats & jackets,women,11,28,fabric,12,0,1,13
2092,8892,209.92,black,1000.0,new look,14,4.0,regular fit,1,coats & jackets,women,1,15,woven,14,0,1,12
2093,8893,445.0,black,530.0,topshop,0,0.0,regular fit,0,coats & jackets,women,1,24,fabric,14,0,1,13
2094,8896,365.0,grey,152.0,puma,0,0.0,regular fit,0,coats & jackets,women,7,19,fabric,14,0,1,13
2095,8904,295.0,blue,989.0,asyou,0,4.9,regular fit,0,coats & jackets,women,2,6,fabric,14,0,1,2
2096,8913,280.0,black,718.0,miss selfridge,0,3.7,regular fit,0,coats & jackets,women,1,11,fabric,14,0,1,13
2097,8919,102.34,beige,312.0,noisy may,18,0.0,relaxed fit,1,coats & jackets,women,0,17,woven,17,0,1,12
2098,8920,135.0,black,875.0,asos design,0,3.5,oversized fit,0,coats & jackets,women,1,5,woven,12,0,1,12
2099,8934,220.42,multi,2000.0,topshop,14,0.0,regular fit,1,coats & jackets,women,10,24,fabric,14,0,1,2
2100,8942,265.03,stone,329.0,only,19,0.0,oversized fit,1,coats & jackets,women,16,18,fabric,12,0,1,13
2101,8943,300.0,cream,946.0,topshop,0,0.0,relaxed fit,0,coats & jackets,women,4,24,fabric,17,0,1,2
2102,8948,440.84,white,200.0,asos 4505,20,0.0,regular fit,1,coats & jackets,women,17,3,fabric,14,0,1,2
2103,8950,128.58,brown,2000.0,new look,29,3.8,regular fit,1,coats & jackets,women,3,15,fabric,14,0,1,13
2104,8952,335.0,black,1000.0,topshop,0,0.0,regular fit,0,coats & jackets,women,1,24,fabric,14,0,1,13
2105,8956,467.08,multi,1000.0,topshop,19,4.0,oversized fit,1,coats & jackets,women,10,24,fabric,12,0,1,13
2106,8960,335.0,khaki,438.0,topshop,0,0.0,regular fit,0,coats & jackets,women,8,24,fabric,14,0,1,13
2107,8963,220.42,black,557.0,topshop,14,0.0,regular fit,1,coats & jackets,women,1,24,fabric,14,0,1,13
2108,8967,265.03,cream,758.0,topshop,19,0.0,oversized fit,1,coats & jackets,women,4,24,fabric,12,0,1,2
2109,8979,233.54,brown,273.0,vans,29,0.0,regular fit,1,coats & jackets,women,3,27,fabric,14,0,1,13
2110,8981,260.0,black,1000.0,miss selfridge,0,2.7,regular fit,0,coats & jackets,women,1,11,fabric,14,0,1,13
2111,8991,240.0,black,569.0,only,0,4.4,regular fit,0,coats & jackets,women,1,18,fabric,14,0,1,13
2112,8994,309.64,stone,1000.0,asos design,14,4.2,regular fit,1,coats & jackets,women,16,5,fabric,14,0,1,2
2113,9014,370.0,multi,410.0,miss selfridge,0,0.0,regular fit,0,coats & jackets,women,10,11,fabric,14,0,1,2
2114,9034,183.68,black,886.0,new look,29,0.0,boxy fit,1,coats & jackets,women,1,15,woven,2,0,1,12
2115,9035,280.0,pink,429.0,miss selfridge,0,0.0,regular fit,0,coats & jackets,women,13,11,woven,14,0,1,12
2116,9037,295.0,black,523.0,asyou,0,0.0,oversized fit,0,coats & jackets,women,1,6,woven,12,0,1,12
2117,9038,469.7,brown,86.0,topshop,14,0.0,relaxed fit,1,coats & jackets,women,3,24,fabric,17,0,1,2
2118,9045,415.0,black,1000.0,only,0,0.0,regular fit,0,coats & jackets,women,1,18,fabric,14,0,1,13
2119,9048,146.95,brown,957.0,new look,29,0.0,boxy fit,1,coats & jackets,women,3,15,woven,2,0,1,12
2120,9058,365.0,black,484.0,puma,0,3.7,regular fit,0,coats & jackets,women,1,19,woven,14,0,1,12
